Grapheme	IPA
ɔ͡ʊ	ɔʊ
ɕ	ɕ
ɕʰ	ɕʰ
ɕʲ	ɕʲ
ɕː	ɕː
ɕːʲ	ɕʲː
ɕ͈	ɕ͈
ɖ	ɖ
ɖʰ	ɖʰ
ɖʰː	ɖʰː
ɖː	ɖː
ɖ͡ʐ	ɖʐ
ɘ	ɘ
ə	ə
əː	əː
əˑ	əˑ
ə̃	ə̃
ə̃ː	ə̃ː
ə̹	ə̹
ə͡i	əi
ə͡ʊ	əʊ
ɛ	ɛ
ɛˀ	ɛ ʔ
ɛː	ɛː
ɛːˀ	ɛː ʔ
ɛˑ	ɛˑ
ɛ̃	ɛ̃
ɛ̃ː	ɛ̃ː
ɛ͡ɪ	ɛɪ
ɛ͡ʊ	ɛʊ
ɜː	ɜː
ɟ	ɟ
ɟː	ɟː
ɟ͡ʝʲ	ɟʝʲ
ɡ	g
ɡʰ	gʰ
ɡʲ	gʲ
ɡʷ	gʷ
ɡʷ̃	g̃ʷ
ɡˀ	gˀ
ɡː	gː
ɡ̥	g̊
ɡ̥ʲ	g̥ʲ
ɢ	ɢ
ɢʲ	ɢʲ
ɣ	ɣ
ɣʲ	ɣʲ
ɣʷ	ɣʷ
ɣː	ɣː
ɤ	ɤ
ɤː	ɤː
ɤˑ	ɤˑ
ɥ	ɥ
ɦ	ɦ
ɧ	ɧ
ɨ	ɨ
ɨˀ	ɨ ʔ
ɨː	ɨː
ɨːˀ	ɨː ʔ
ɨˑ	ɨˑ
ɨˤ	ɨˤ
ɪ	ɪ
ɪː	ɪː
ɪˑ	ɪˑ
ɪ̃	ɪ̃
ɪ͡ʊ	ɪʊ
ɫ	lˠ
ɫː	lˠː
ɫˑ	lˠˑ
ɫ̩	l̩ˠ
ɬ	ɬ
ɬʼ	ɬʼ
ɬː	ɬː
ɬˤ	ɬˤ
ɭ	ɭ
ɭː	ɭː
ɮ	ɮ
ɮʲ	ɮʲ
ɯ	ɯ
ɯː	ɯː
ɯ̃	ɯ̃
ɯ͡a	ɯa
ɯ͡i	ɯi
ɱ	ɱ
ɲ	ɲ
ɲʲ	ɲʲ
ɲː	ɲː
ɲːʲ	ɲʲː
ɲ̥ː	ɲ̥ː
ɳ	ɳ
ɳː	ɳː
ɴ	ɴ
ɵ	ɵ
ɸ	ɸ
ɸʲ	ɸʲ
ɸʷ	ɸʷ
ɹ	ɹ
ɹʲ	ɹʲ
ɺ	ɺ
ɻ	ɻ
ɽ	ɽ
ɽʰ	ɽʰ
ɽː	ɽː
ɾ	ɾ
ɾʲ	ɾʲ
ɾʲː	ɾʲː
ɾʲ̥	ɾ̥ʲ
ɾˠ	ɾˠ
ʀ	ʀ
ʀˀ	ʀˀ
ʁ	ʁ
ʁʲ	ʁʲ
ʁʷ	ʁʷ
ʁˀ	ʁˀ
ʁˤ	ʁˤ
ʂ	ʂ
ʂʷ	ʂʷ
ʂː	ʂː
ʃ	ʃ
ʃʲ	ʃʲ
ʃʲʲ	ʃʲ
ʃʲʷ	ʃʲʷ
ʃʲː	ʃʲː
ʃʷʼ	ʃ’ʷ
ʃʼ	ʃʼ
ʃʼʷ	ʃ’ʷ
ʃː	ʃː
ʃːʲ	ʃʲː
ʈ	ʈ
ʈʰ	ʈʰ
ʈʰː	ʈʰː
ʈː	ʈː
ʈ͡ʂ	ʈʂ
ʈ͡ʂʰ	ʈʂʰ
ʈ͡ʂʼ	ʈʂ’
ʉ	ʉ
ʉː	ʉː
ʊ	ʊ
ʊˀ	ʊˀ
ʊː	ʊː
ʊˑ	ʊˑ
ʊ̃	ʊ̃
ʊ͡ɪ	ʊɪ
ʋ	ʋ
ʋʲ	ʋʲ
ʋː	ʋː
ʌ	ʌ
ʌː	ʌː
ʌ̃	ʌ̃
ʍ	ʍ
ʎ	ʎ
ʎʲ	ʎʲ
ʎː	ʎː
ʎːʲ	ʎʲː
ʎː̻	ʎ̻ː
ʎ̥ː	ʎ̥ː
ʏ	ʏ
ʐ	ʐ
ʐʷ	ʐʷ
ʐː	ʐː
ʑ	ʑ
ʑː	ʑː
ʒ	ʒ
ʒʲ	ʒʲ
ĺ	l
ʒʲʷ	ʒʲʷ
ʒˤ	ʒˤ
ʔ	ʔ
ʔʷ	ʔʷ
ʕ	ʕ
ʘ	ʘ
ʜ	ʜ
ʜʲ	ʜʲ
ʜː	ʜː
ʝ	ʝ
ʝʲ	ʝʲ
ʝː	ʝː
ʝːʲ	ʝʲː
ʡ	ʡ
˦	⁴
˨	²
β	β
βʲ	βʲ
βː	βː
θ	θ
θː	θː
χ	χ
χʲ	χʲ
χʷ	χʷ
χː	χː
ʷehin	w e h i n
ä	a
ă	a
â	a
ĕ	e
ǐ	i
ǎ	a
ê	e
ě	e
ǒ	o
ŷ	y
ŭ	u
ĭ	i
ĵ	j
ŏ	o
ā	aː
ř	r
ṍ	õ
ẃ	w
ɔ̯	ɔ
i̯	i
œ̯	œ
ɛ̯	ɛ
u̯	u
ʊ̯	ʊ
e̯	e
ʊ̄̃	ʊ̄
ʊ̯ˑ	ʊˑ
ɑ̂	ɑ
ɪ̂	ɪ
ôː	oː
âˑ	aˑ
æ̂ˑ	æˑ
êˑ	eˑ
ɐ̂	ɐ
ɪ̯ˑ	ɪˑ
ɔ˨ː	ɔː ²
i˨ː	iː ²
o˦ː	oː ⁴
e˦ː	eː ⁴
a˨ː	aː ²
ɛ˨ː	ɛː ²
u˨ː	uː ²
i̯ˀ	i ʔ
ɐ̯	ɐ
ʏ̯	ʏ
o̯	o
ĩ̯	ĩ
õ̯	õ
u̯ˀ	u ʔ
ɐ̯ˀ	ɐ ʔ
äː	aː
ã̈	ã
ṅ	n
t͡ṡ	ts
y̯	y
æ̌ː	æː
ɑ̂ː	ɑː
ə̂̌	ə
ø̯	ø
s̬	s
p̬	p
k̬	k
ɕ̬	ɕ
t̬͡ɕ	tɕ
ʂ̬	ʂ
m̈	m
χʷ́	χʷ
kʷʼ́	kʼʷ
t͡sʷ́	tsʷ
qʷ́	qʷ
kʷ̈	kʷ
ɡʷ́	gʷ
ã́	ã
u͡ʊ̄	uʊ
ɨ̂	ɨ
ɯ̂	ɯ
aː̈	aː
r̈	r
iː̈	iː
x̬̥	x
t͡ɕ̬	tɕ
t̬͡ˈɕ	tɕ
ɵ̆	ɵ
ɔ̆	ɔ
ʊ̂	ʊ
ěː	eː
ɪ̯	ɪ
j́	j
ʊ̆	ʊ
ɐ̆	ɐ
ŋ́	ŋ
ɨ̆	ɨ
ɡ̇	g
ĩ́	ĩ
t͡ʃʼ́	tʃʼ
kʷ́	kʷ
ʁʷ́	ʁʷ
ʂʷ́	ʂʷ
kʼ̈	kʼ
ʔʷ́	ʔʷ
ʐʷ́	ʐʷ
ʃʼ̈	ʃʼ
ɣ̈	ɣ
ʃʷʼ́	ʃ’ʷ
ʃ̈	ʃ
ɪ̆	ɪ
ə̄	ə
ʃu͡ʊ̄	ʃ uʊ
ø̄	ø
ä̂̌	a
ɨ̂̌	ɨ
œ̂	œ
ɤ̂	ɤ
ə̂	ə
ä̂	a
ɯ̂̌	ɯ
ǒː	oː
êː	eː
îː	iː
ǐː	iː
ř̩ː	rː
řː	rː
ɛ̌ː	ɛː
ɛ̂ː	ɛː
ɔ̌ː	ɔː
âː	aː
́d	d
ɔ̂ː	ɔː
iːɐ̯	iːɐ
oi̯	oi
œy̯	œy
aʊ̯	aʊ
ɔu̯	ɔu
ʊ̯ɔ	ʊɔ
aɪ̯	aɪ
ie̯	ie
aɐ̯	aɐ
iɔ̯	iɔ
oɐ̯	oɐ
œɐ̯	œɐ
i̯a	ia
ɔʊ̯	ɔʊ
o̯a	oa
ɛʊ̯ˑ	ɛʊˑ
ʊe̯	ʊe
u̯ɪ	uɪ
ai̯ˀ	ai ʔ
œu̯ˀ	œu ʔ
ɔːi̯	ɔːi
œi̯	œu
ɪɐ̯	ɪɐ
ɔu̯ˀ	ɔa ʔ
uˑi̯	uˑi
yːɐ̯	yːɐ
æi̯	æi
ɛu̯	ɛu
e̯a	ea
ɔ̯ɑː	ɔɑː
ɑi̯ˀ	ɑi ʔ
ɑʊ̯ˈ	ɑʊ
aːe̯	aːe
u̯æ	uæ
ɒʊ̯ˑ	ɒʊˑ
ʊʲɪ̯ˑ	ʊɪˑ
iu̯	iu
uːɐ̯	uːɐ
ɐʲɪ̯ˑ	ɐɪˑ
aːɐ̯	aːɐ
eø̯	eø
æe̯	æe
e̯æ	eæ
ʊːi̯	ʊːi
ɑu̯	ɑu
əo̯	əo
oʊ̯	oʊ
aːi̯	aːi
ɑɪ̯	ɑɪ
iˑu̯	iˑu
ɐ̯ɐ	ɐɐ
iɐ̯ˀ	iɐ ʔ
iɛ̯	iɛ
ɑɐ̯	ɑɐ
uɔ̯	uɔ
ɔ̯ɛː	ɔɛː
ou̯	ou
e̯o	eo
yˑu̯	yˑu
ɛʲɪ̯ˑ	ɛɪˑ
eo̯	eo
ɑi̯	ɑi
yœ̯	yœ
i̯æ	iæ
ɛɐ̯	ɛɐ
ɔ̯aː	ɔaː
ɛi̯	ɛi
ei̯	ei
ɔʏ̯	ɔʏ̯
ɑɔ̯	ɑɔ
aɛ̯	aɛ
ɑe̯	ɑe
uːi̯	uːi
aːɔ̯	aːɔ
ɛːɐ̯	ɛːɐ
u̯ɛ	uɛ
aːu̯	aːu
ae̯	ae
ɔɐ̯	ɔɐ
ɒɐ̯	ɒɐ
oe̯	oe
ʊi̯	ʊi
ui̯	ui
ai̯	ai
əɐ̯	əɐ
i̯e	ie
eːɐ̯	eːɐ
ɔ̯ɑ	ɔɑ
eːu̯	eːu
au̯	au
eu̯	eu
u̯o	uo
ɔi̯	ɔi
ʏɐ̯	ʏɐ
ɐu̯	ɐu
ao̯	ao
oːɐ̯	oːɐ
ʊɐ̯	ʊɐ
oːi̯	oːi
ɔe̯	ɔe
ɪaˑ	ɪaˑ
oa	oa
ɛʊ̃	ɛʊ̃
ɔã	ɔã
aiː	aiː
ɔɛ̃	ɔɛ̃
ɪuː	ɪuː
eɑ̃	eɑ̃
ɔa	ɔa
ɐu	ɐu
ɐuː	ɐuː
ɐuˑ	ɐuˑ
ɤi	ɤi
ɛoː	ɛoː
ʊa	ʊa
əũ	əũ
iɛ̃	iɛ̃
ao̞	ao
ɪẽː	ɪẽː
uy	uy
ɛi	ɛi
aˑʊ	aˑʊ
ɪoː	ɪoː
ua	ua
əɪ	əɪ
ɛɔ	ɛɔ
ɪa	ɪa
ʊy	ʊy
ɔãː	ɔãː
ɪu	ɪu
ɛɤ	ɛɤ
ʉaː	ʉaː
o̞a	oa
ɛa	ɛa
o̞ːõ̞	oːõ
eːã	eːã
ei	ei
yiː	yiː
uaː	uaː
ea	ea
oi	oi
ae̞	ae
ɐi	ɐi
ueː	ueː
ɪʊ̃	ɪʊ̃
ao	ao
ʊãː	ʊãː
iɔ̃	iɔ̃
ɨu	ɨu
iːã	iːã
aɯ	aɯ
yˑu	yˑu
ɨi	ɨi
uə	uə
ou	ou
aæ	aæ
uɨ	uɨ
au	au
ɔɛ̃ː	ɔɛ̃ː
ɑʊ	ɑʊ
ye	ye
iaː	iaː
ɔu	ɔu
əaː	əaː
eẽ	eẽ
ɨə	ɨə
ɪã	ɪã
ʊi	ʊi
ʉɛ	ʉɛ
iy	iy
aeː	aeː
auː	auː
ɔ̯ɑ̃ː	ɔɑ̃ː
aõ̯ 	aõ
əɪ̆	əɪ̆
ɛaː	ɛaː
ɛĩ̯ 	ɛĩ
ɛɔ̃	ɛɔ̃
uə̃	uə̃
ɪaː	ɪaː
ʊaː	ʊaː
aoː	aoː
ɪa͡ɪ	ɪ aɪ
ɛa͡ɪ	ɛ aɪ
ʊa͡ɪ	ʊ aɪ
ɪa͡ʊ	ɪ aʊ
